lang	skill	file	utterance
hu-HU	ovos-skill-weather	moderate_rain_showers.dialog	mérsékelt eső záporok
it-IT	ovos-skill-weather	moderate_rain_showers.dialog	pioggia moderata
kab	ovos-skill-weather	moderate_rain_showers.dialog	ihemmamen n ugeffur ilemmasen
nl-NL	ovos-skill-weather	moderate_rain_showers.dialog	matige regenbuien
oc-FR	ovos-skill-weather	moderate_rain_showers.dialog	de plojats moderats
pl-PL	ovos-skill-weather	moderate_rain_showers.dialog	umiarkowane opady deszczu
pt-BR	ovos-skill-weather	moderate_rain_showers.dialog	chuvas moderadas
pt-PT	ovos-skill-weather	moderate_rain_showers.dialog	moderado aguaceiros de chuva
ru-RU	ovos-skill-weather	moderate_rain_showers.dialog	умеренные ливневые дожди
sv-FI	ovos-skill-weather	moderate_rain_showers.dialog	kohtalainen sadekuurot
sv-SE	ovos-skill-weather	moderate_rain_showers.dialog	måttlig regnbyar
tr-TR	ovos-skill-weather	moderate_rain_showers.dialog	orta şiddette sağanak yağış
ca-ES	ovos-skill-weather	moderate_snow_fall.dialog	nevada moderada
cs-CZ	ovos-skill-weather	moderate_snow_fall.dialog	mírné sněžení
da-DK	ovos-skill-weather	moderate_snow_fall.dialog	moderat snefald
de-DE	ovos-skill-weather	moderate_snow_fall.dialog	mäßiger schneefall
en-US	ovos-skill-weather	moderate_snow_fall.dialog	moderate snow fall
es-ES	ovos-skill-weather	moderate_snow_fall.dialog	moderada caída de nieve
eu-ES	ovos-skill-weather	moderate_snow_fall.dialog	elurte moderatua
fr-FR	ovos-skill-weather	moderate_snow_fall.dialog	modéré chute de neige
gl-ES	ovos-skill-weather	moderate_snow_fall.dialog	nevarada moderada
hu-HU	ovos-skill-weather	moderate_snow_fall.dialog	mérsékelt hóesés
it-IT	ovos-skill-weather	moderate_snow_fall.dialog	moderata caduta di neve
kab	ovos-skill-weather	moderate_snow_fall.dialog	aɣelluy n udfel alemmas
nl-NL	ovos-skill-weather	moderate_snow_fall.dialog	matige sneeuwval
oc-FR	ovos-skill-weather	moderate_snow_fall.dialog	nevada moderada
pl-PL	ovos-skill-weather	moderate_snow_fall.dialog	umiarkowane opady śniegu
pt-BR	ovos-skill-weather	moderate_snow_fall.dialog	queda de neve moderada
pt-PT	ovos-skill-weather	moderate_snow_fall.dialog	moderado queda de neve
ru-RU	ovos-skill-weather	moderate_snow_fall.dialog	умеренное выпадение снега
sv-FI	ovos-skill-weather	moderate_snow_fall.dialog	kohtalainen lumisade
sv-SE	ovos-skill-weather	moderate_snow_fall.dialog	måttlig snösmältning
tr-TR	ovos-skill-weather	moderate_snow_fall.dialog	orta derecede kar yağışı
ca-ES	ovos-skill-weather	morning.dialog	matí
cs-CZ	ovos-skill-weather	morning.dialog	ráno
da-DK	ovos-skill-weather	morning.dialog	morgen
de-DE	ovos-skill-weather	morning.dialog	vormittags
en-US	ovos-skill-weather	morning.dialog	morning
es-ES	ovos-skill-weather	morning.dialog	mañana
eu-ES	ovos-skill-weather	morning.dialog	goiza
fr-FR	ovos-skill-weather	morning.dialog	matinée
gl-ES	ovos-skill-weather	morning.dialog	á mañá
hu-HU	ovos-skill-weather	morning.dialog	reggel
it-IT	ovos-skill-weather	morning.dialog	mattina
kab	ovos-skill-weather	morning.dialog	tasebḥit
nl-NL	ovos-skill-weather	morning.dialog	ochtend
oc-FR	ovos-skill-weather	morning.dialog	matin
pl-PL	ovos-skill-weather	morning.dialog	poranek
pt-BR	ovos-skill-weather	morning.dialog	manhã
pt-PT	ovos-skill-weather	morning.dialog	manhã
ru-RU	ovos-skill-weather	morning.dialog	утро
sv-FI	ovos-skill-weather	morning.dialog	huomenta
sv-SE	ovos-skill-weather	morning.dialog	morgon
tr-TR	ovos-skill-weather	morning.dialog	sabah
ca-ES	ovos-skill-weather	next.voc	altra vegada
ca-ES	ovos-skill-weather	next.voc	altre cop
ca-ES	ovos-skill-weather	next.voc	altre colp
ca-ES	ovos-skill-weather	next.voc	següent
cs-CZ	ovos-skill-weather	next.voc	další
cs-CZ	ovos-skill-weather	next.voc	opět
da-DK	ovos-skill-weather	next.voc	næste
da-DK	ovos-skill-weather	next.voc	igen
de-DE	ovos-skill-weather	next.voc	nächste
de-DE	ovos-skill-weather	next.voc	wieder
en-US	ovos-skill-weather	next.voc	again
en-US	ovos-skill-weather	next.voc	next
es-ES	ovos-skill-weather	next.voc	de nuevo
es-ES	ovos-skill-weather	next.voc	otra vez
es-ES	ovos-skill-weather	next.voc	siguiente
eu-ES	ovos-skill-weather	next.voc	berriro
eu-ES	ovos-skill-weather	next.voc	hurrengo
fr-FR	ovos-skill-weather	next.voc	encore
fr-FR	ovos-skill-weather	next.voc	prochain
gl-ES	ovos-skill-weather	next.voc	de novo
gl-ES	ovos-skill-weather	next.voc	seguinte
hu-HU	ovos-skill-weather	next.voc	ismét
hu-HU	ovos-skill-weather	next.voc	következő
it-IT	ovos-skill-weather	next.voc	di nuovo
it-IT	ovos-skill-weather	next.voc	prossimo
kab	ovos-skill-weather	next.voc	daɣen
kab	ovos-skill-weather	next.voc	i d-iteddun
nl-NL	ovos-skill-weather	next.voc	opnieuw
nl-NL	ovos-skill-weather	next.voc	volgende
oc-FR	ovos-skill-weather	next.voc	de autre còp
oc-FR	ovos-skill-weather	next.voc	seguent
pl-PL	ovos-skill-weather	next.voc	następny
pl-PL	ovos-skill-weather	next.voc	ponownie
pt-BR	ovos-skill-weather	next.voc	novamente
pt-BR	ovos-skill-weather	next.voc	próxima
pt-BR	ovos-skill-weather	next.voc	próximo
pt-PT	ovos-skill-weather	next.voc	novamente
pt-PT	ovos-skill-weather	next.voc	seguinte
ru-RU	ovos-skill-weather	next.voc	будет
ru-RU	ovos-skill-weather	next.voc	когда
ru-RU	ovos-skill-weather	next.voc	следующий
ru-RU	ovos-skill-weather	next.voc	снова
ru-RU	ovos-skill-weather	next.voc	собирается
sv-FI	ovos-skill-weather	next.voc	jälleen
sv-FI	ovos-skill-weather	next.voc	seuraava
sv-SE	ovos-skill-weather	next.voc	igen
sv-SE	ovos-skill-weather	next.voc	nästa
tr-TR	ovos-skill-weather	next.voc	sonraki
tr-TR	ovos-skill-weather	next.voc	tekrar
ca-ES	ovos-skill-weather	next_rain.intent	a quina hora començarà a ploure ?
ca-ES	ovos-skill-weather	next_rain.intent	a quina hora començarà a ploure a {location}?
ca-ES	ovos-skill-weather	next_rain.intent	digue'm quan plourà.
ca-ES	ovos-skill-weather	next_rain.intent	digues-me quan plourà.
ca-ES	ovos-skill-weather	next_rain.intent	explica'm quan plourà.
ca-ES	ovos-skill-weather	next_rain.intent	plourà aviat ?
ca-ES	ovos-skill-weather	next_rain.intent	plourà aviat a {location}?
ca-ES	ovos-skill-weather	next_rain.intent	quan hi tornarà a haver precipitacions ?
ca-ES	ovos-skill-weather	next_rain.intent	quan hi tornarà a haver precipitacions a {location}?
ca-ES	ovos-skill-weather	next_rain.intent	quan tornarà a ploure?
cs-CZ	ovos-skill-weather	next_rain.intent	kdy bude příště pršet
cs-CZ	ovos-skill-weather	next_rain.intent	kdy bude příště pršet v {location}
cs-CZ	ovos-skill-weather	next_rain.intent	kdy začne pršet
cs-CZ	ovos-skill-weather	next_rain.intent	kdy začne pršet v {location}
cs-CZ	ovos-skill-weather	next_rain.intent	kdy má přijít déšť
cs-CZ	ovos-skill-weather	next_rain.intent	kdy má přijít déšť v {location}
cs-CZ	ovos-skill-weather	next_rain.intent	za jak dlouho bude pršet
cs-CZ	ovos-skill-weather	next_rain.intent	za jak dlouho bude pršet v {location}
da-DK	ovos-skill-weather	next_rain.intent	fortæl mig, hvornår det vil regne
da-DK	ovos-skill-weather	next_rain.intent	hvornår begynder det at regne
da-DK	ovos-skill-weather	next_rain.intent	hvornår begynder det at regne i {location}
da-DK	ovos-skill-weather	next_rain.intent	hvornår er den næste nedbør
da-DK	ovos-skill-weather	next_rain.intent	hvornår er den næste nedbør i {location}
da-DK	ovos-skill-weather	next_rain.intent	hvornår vil det regne igen
da-DK	ovos-skill-weather	next_rain.intent	hvornår vil det regne næste gang
da-DK	ovos-skill-weather	next_rain.intent	kommer der snart regn
da-DK	ovos-skill-weather	next_rain.intent	kommer der snart regn i {location}
de-DE	ovos-skill-weather	next_rain.intent	sag mir, wann es regnen wird
de-DE	ovos-skill-weather	next_rain.intent	kommt bald regen
de-DE	ovos-skill-weather	next_rain.intent	kommt bald regen in {location}
de-DE	ovos-skill-weather	next_rain.intent	um wie viel uhr wird es anfangen zu regnen
de-DE	ovos-skill-weather	next_rain.intent	um wie viel uhr wird es in {location} anfangen zu regnen
de-DE	ovos-skill-weather	next_rain.intent	wann gibt es den nächsten niederschlag
de-DE	ovos-skill-weather	next_rain.intent	wann gibt es den nächsten niederschlag in {location}
de-DE	ovos-skill-weather	next_rain.intent	wann wird es das nächste mal regnen
de-DE	ovos-skill-weather	next_rain.intent	wann wird es wieder regnen
en-US	ovos-skill-weather	next_rain.intent	when will it rain again
en-US	ovos-skill-weather	next_rain.intent	when will it rain again in {location}
en-US	ovos-skill-weather	next_rain.intent	when will it rain next
en-US	ovos-skill-weather	next_rain.intent	when will it rain next in {location}
en-US	ovos-skill-weather	next_rain.intent	when is the next rain
en-US	ovos-skill-weather	next_rain.intent	when is the next rain in {location}
en-US	ovos-skill-weather	next_rain.intent	when is the next rainfall
en-US	ovos-skill-weather	next_rain.intent	when is the next rainfall in {location}
en-US	ovos-skill-weather	next_rain.intent	what time will it start raining
en-US	ovos-skill-weather	next_rain.intent	what time will it start raining in {location}
en-US	ovos-skill-weather	next_rain.intent	is rain coming soon
en-US	ovos-skill-weather	next_rain.intent	is rain coming soon in {location}
en-US	ovos-skill-weather	next_rain.intent	tell me when it will rain
en-US	ovos-skill-weather	next_rain.intent	tell me when it will rain in {location}
en-US	ovos-skill-weather	next_rain.intent	how long until it starts raining
en-US	ovos-skill-weather	next_rain.intent	how long until it starts raining in {location}
en-US	ovos-skill-weather	next_rain.intent	when should i expect rain
en-US	ovos-skill-weather	next_rain.intent	when should i expect rain in {location}
en-US	ovos-skill-weather	next_rain.intent	when should i expect the rain
en-US	ovos-skill-weather	next_rain.intent	when should i expect the rain in {location}
en-US	ovos-skill-weather	next_rain.intent	what is the next chance of rain
en-US	ovos-skill-weather	next_rain.intent	what is the next chance of rain in {location}
es-ES	ovos-skill-weather	next_rain.intent	dime cuándo lloverá
es-ES	ovos-skill-weather	next_rain.intent	dime cuándo va a llover
es-ES	ovos-skill-weather	next_rain.intent	explícame cuándo lloverá
es-ES	ovos-skill-weather	next_rain.intent	explícame cuándo va a llover
es-ES	ovos-skill-weather	next_rain.intent	muéstrame cuándo lloverá
es-ES	ovos-skill-weather	next_rain.intent	muéstrame cuándo va a llover
es-ES	ovos-skill-weather	next_rain.intent	a qué hora comenzará a llover
es-ES	ovos-skill-weather	next_rain.intent	a qué hora comenzará a llover en {location}
es-ES	ovos-skill-weather	next_rain.intent	a qué hora empezará a llover
es-ES	ovos-skill-weather	next_rain.intent	a qué hora empezará a llover en {location}
es-ES	ovos-skill-weather	next_rain.intent	cuándo caerá la próxima lluvia
es-ES	ovos-skill-weather	next_rain.intent	cuándo caerá la próxima lluvia en {location}
es-ES	ovos-skill-weather	next_rain.intent	cuándo comenzará a llover
es-ES	ovos-skill-weather	next_rain.intent	cuándo comenzará a llover en {location}
es-ES	ovos-skill-weather	next_rain.intent	cuándo empezará a llover
es-ES	ovos-skill-weather	next_rain.intent	cuándo empezará a llover en {location}
es-ES	ovos-skill-weather	next_rain.intent	cuándo lloverá de nuevo
es-ES	ovos-skill-weather	next_rain.intent	cuándo lloverá otra vez
es-ES	ovos-skill-weather	next_rain.intent	cuándo se producirá la próxima lluvia
es-ES	ovos-skill-weather	next_rain.intent	cuándo se producirá la próxima lluvia en {location}
es-ES	ovos-skill-weather	next_rain.intent	cuándo será la próxima lluvia
es-ES	ovos-skill-weather	next_rain.intent	cuándo será la próxima lluvia en {location}
es-ES	ovos-skill-weather	next_rain.intent	cuándo va a llover de nuevo
es-ES	ovos-skill-weather	next_rain.intent	cuándo va a llover otra vez
es-ES	ovos-skill-weather	next_rain.intent	lloverá pronto?
es-ES	ovos-skill-weather	next_rain.intent	lloverá pronto? en {location}
es-ES	ovos-skill-weather	next_rain.intent	va a llover pronto?
es-ES	ovos-skill-weather	next_rain.intent	va a llover pronto? en {location}
eu-ES	ovos-skill-weather	next_rain.intent	noiz egingo du euria berriro
eu-ES	ovos-skill-weather	next_rain.intent	noiz egingo du euria berriro {location}
eu-ES	ovos-skill-weather	next_rain.intent	noiz hasiko da euria egiten
eu-ES	ovos-skill-weather	next_rain.intent	noiz hasiko da euria egiten {location}
eu-ES	ovos-skill-weather	next_rain.intent	zenbat denbora falta da euria egin arte
eu-ES	ovos-skill-weather	next_rain.intent	zenbat denbora falta da euria egin arte {location}
eu-ES	ovos-skill-weather	next_rain.intent	zenbat denbora falta da euria hasteko
eu-ES	ovos-skill-weather	next_rain.intent	zenbat denbora falta da euria hasteko {location}
eu-ES	ovos-skill-weather	next_rain.intent	zenbat denbora falta da euria hasteko gaur
eu-ES	ovos-skill-weather	next_rain.intent	zenbat denbora falta da euria hasteko gaur {location}
eu-ES	ovos-skill-weather	next_rain.intent	zenbat denbora falta da euria hasteko bihar
eu-ES	ovos-skill-weather	next_rain.intent	zenbat denbora falta da euria hasteko bihar {location}
eu-ES	ovos-skill-weather	next_rain.intent	esan noiz egingo duen euria
eu-ES	ovos-skill-weather	next_rain.intent	esan noiz egingo duen euria {location}
eu-ES	ovos-skill-weather	next_rain.intent	esan noiz egingo duen euria gaur
eu-ES	ovos-skill-weather	next_rain.intent	esan noiz egingo duen euria gaur {location}
eu-ES	ovos-skill-weather	next_rain.intent	esan noiz egingo duen euria bihar
eu-ES	ovos-skill-weather	next_rain.intent	esan noiz egingo duen euria bihar {location}
fr-FR	ovos-skill-weather	next_rain.intent	quand pleuvra-t-il
fr-FR	ovos-skill-weather	next_rain.intent	quand va-t-il pleuvoir à nouveau
fr-FR	ovos-skill-weather	next_rain.intent	à quelle heure commencera la pluie
fr-FR	ovos-skill-weather	next_rain.intent	quand est la prochaine pluie à {location}
fr-FR	ovos-skill-weather	next_rain.intent	quand est la prochaine pluie en {location}
fr-FR	ovos-skill-weather	next_rain.intent	quand est la prochaine pluie au {location}
fr-FR	ovos-skill-weather	next_rain.intent	quand est la prochaine pluie aux {location}
fr-FR	ovos-skill-weather	next_rain.intent	quand est la prochaine pluie dans {location}
gl-ES	ovos-skill-weather	next_rain.intent	a que hora comeza a chover
gl-ES	ovos-skill-weather	next_rain.intent	a que hora comeza a chover en {location}
gl-ES	ovos-skill-weather	next_rain.intent	cando vai chover novamente
gl-ES	ovos-skill-weather	next_rain.intent	cando vai chover novamente en {location}
gl-ES	ovos-skill-weather	next_rain.intent	cando vai volver chover
gl-ES	ovos-skill-weather	next_rain.intent	dime cando vai chover
gl-ES	ovos-skill-weather	next_rain.intent	vai chover pronto
gl-ES	ovos-skill-weather	next_rain.intent	vai chover pronto en {location}
hu-HU	ovos-skill-weather	next_rain.intent	mikor fog legközelebb esni az eső
hu-HU	ovos-skill-weather	next_rain.intent	mikor fog legközelebb esni az eső {location} városban
hu-HU	ovos-skill-weather	next_rain.intent	mikor kezd el esni
hu-HU	ovos-skill-weather	next_rain.intent	mikor kezd el esni {location} városban
hu-HU	ovos-skill-weather	next_rain.intent	mikor jön a következő eső
hu-HU	ovos-skill-weather	next_rain.intent	mikor jön a következő eső {location} városban
it-IT	ovos-skill-weather	next_rain.intent	quando pioverà di nuovo
it-IT	ovos-skill-weather	next_rain.intent	quando pioverà di nuovo a {location}
it-IT	ovos-skill-weather	next_rain.intent	quando inizierà a piovere
it-IT	ovos-skill-weather	next_rain.intent	quando inizierà a piovere a {location}
it-IT	ovos-skill-weather	next_rain.intent	tra quanto arriva la pioggia
it-IT	ovos-skill-weather	next_rain.intent	tra quanto arriva la pioggia a {location}
it-IT	ovos-skill-weather	next_rain.intent	tra quanto comincia la pioggia
it-IT	ovos-skill-weather	next_rain.intent	tra quanto comincia la pioggia a {location}
it-IT	ovos-skill-weather	next_rain.intent	tra quanto comincia la pioggia oggi
it-IT	ovos-skill-weather	next_rain.intent	tra quanto comincia la pioggia oggi a {location}
it-IT	ovos-skill-weather	next_rain.intent	tra quanto comincia la pioggia domani
it-IT	ovos-skill-weather	next_rain.intent	tra quanto comincia la pioggia domani a {location}
it-IT	ovos-skill-weather	next_rain.intent	dimmi quando pioverà
it-IT	ovos-skill-weather	next_rain.intent	dimmi quando pioverà a {location}
it-IT	ovos-skill-weather	next_rain.intent	dimmi quando pioverà oggi
it-IT	ovos-skill-weather	next_rain.intent	dimmi quando pioverà oggi a {location}
it-IT	ovos-skill-weather	next_rain.intent	dimmi quando pioverà domani
it-IT	ovos-skill-weather	next_rain.intent	dimmi quando pioverà domani a {location}
kab	ovos-skill-weather	next_rain.intent	melmi ara d-yeɣli ugeffur nnig-i
kab	ovos-skill-weather	next_rain.intent	melmi ara d-yeɣli ugeffur nnig-i di {location}
kab	ovos-skill-weather	next_rain.intent	melmi ara ibdu ugeffur
kab	ovos-skill-weather	next_rain.intent	melmi ara ibdu ugeffur di {location}
kab	ovos-skill-weather	next_rain.intent	acḥal ara yeqqim i ugeffur
kab	ovos-skill-weather	next_rain.intent	acḥal ara yeqqim i ugeffur di {location}
kab	ovos-skill-weather	next_rain.intent	acḥal i d-yeqqimen i ugeffur
kab	ovos-skill-weather	next_rain.intent	acḥal i d-yeqqimen i ugeffur di {location}
kab	ovos-skill-weather	next_rain.intent	acḥal i d-yeqqimen i ugeffur ass-a
kab	ovos-skill-weather	next_rain.intent	acḥal i d-yeqqimen i ugeffur ass-a di {location}
kab	ovos-skill-weather	next_rain.intent	acḥal i d-yeqqimen i ugeffur azekka
kab	ovos-skill-weather	next_rain.intent	acḥal i d-yeqqimen i ugeffur azekka di {location}
kab	ovos-skill-weather	next_rain.intent	ini-yi-d melmi ara d-yeɣli ugeffur
kab	ovos-skill-weather	next_rain.intent	ini-yi-d melmi ara d-yeɣli ugeffur di {location}
kab	ovos-skill-weather	next_rain.intent	ini-yi-d melmi ara d-yeɣli ugeffur ass-a
kab	ovos-skill-weather	next_rain.intent	ini-yi-d melmi ara d-yeɣli ugeffur ass-a di {location}
kab	ovos-skill-weather	next_rain.intent	ini-yi-d melmi ara d-yeɣli ugeffur azekka
kab	ovos-skill-weather	next_rain.intent	ini-yi-d melmi ara d-yeɣli ugeffur azekka di {location}
nl-NL	ovos-skill-weather	next_rain.intent	gaat het regenen
nl-NL	ovos-skill-weather	next_rain.intent	hoe laat begint het te regenen
nl-NL	ovos-skill-weather	next_rain.intent	hoe laat begint het te regenen in {location}
nl-NL	ovos-skill-weather	next_rain.intent	komt er snel regen aan
nl-NL	ovos-skill-weather	next_rain.intent	komt er snel regen aan in {location}
nl-NL	ovos-skill-weather	next_rain.intent	wanneer gaat het de volgende keer regenen
nl-NL	ovos-skill-weather	next_rain.intent	wanneer gaat het weer regenen
nl-NL	ovos-skill-weather	next_rain.intent	wanneer is de volgende regenbui
nl-NL	ovos-skill-weather	next_rain.intent	wanneer is de volgende regenbui in {location}
oc-FR	ovos-skill-weather	next_rain.intent	a quin ora començarà a plòure ?
oc-FR	ovos-skill-weather	next_rain.intent	a quin ora començarà a plòure a {location}?
oc-FR	ovos-skill-weather	next_rain.intent	diga-me quand plourà.
oc-FR	ovos-skill-weather	next_rain.intent	explica-me quand plourà.
oc-FR	ovos-skill-weather	next_rain.intent	plourà lèu ?
oc-FR	ovos-skill-weather	next_rain.intent	plourà lèu a {location}?
oc-FR	ovos-skill-weather	next_rain.intent	quand i tornarà aver de precipitacions ?
oc-FR	ovos-skill-weather	next_rain.intent	quand i tornarà aver de precipitacions a {location}?
oc-FR	ovos-skill-weather	next_rain.intent	quand tornarà plòure?
pl-PL	ovos-skill-weather	next_rain.intent	kiedy znowu będzie padać
pl-PL	ovos-skill-weather	next_rain.intent	kiedy znowu będzie padać w {location}
pl-PL	ovos-skill-weather	next_rain.intent	kiedy zacznie padać
pl-PL	ovos-skill-weather	next_rain.intent	kiedy zacznie padać w {location}
pl-PL	ovos-skill-weather	next_rain.intent	za ile zacznie padać deszcz
pl-PL	ovos-skill-weather	next_rain.intent	za ile zacznie padać deszcz w {location}
pt-BR	ovos-skill-weather	next_rain.intent	a chuva vai chegar em breve
pt-BR	ovos-skill-weather	next_rain.intent	a chuva vai chegar em breve em {location}
pt-BR	ovos-skill-weather	next_rain.intent	me diga quando vai chover
pt-BR	ovos-skill-weather	next_rain.intent	quando será a próxima chuva
pt-BR	ovos-skill-weather	next_rain.intent	quando será a próxima chuva em {location}
pt-BR	ovos-skill-weather	next_rain.intent	quando vai chover de novo
pt-BR	ovos-skill-weather	next_rain.intent	quando vai chover próximo
pt-BR	ovos-skill-weather	next_rain.intent	que horas vai começar a chover
pt-BR	ovos-skill-weather	next_rain.intent	que horas vai começar a chover em {location}
pt-PT	ovos-skill-weather	next_rain.intent	quando é que volta a chover
pt-PT	ovos-skill-weather	next_rain.intent	quando é que volta a chover em {location}
pt-PT	ovos-skill-weather	next_rain.intent	quando é que vai começar a chover
